Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Goal_Amount
13989000,7216000,6773000,1316000,1054000,476000,670000,1714000,262000,468000,1256000,100000000
13912000,8010000,5902000,1581000,756000,663000,618000,1336000,451000,1405000,1199000,100000000
20494000,16959000,3534000,4996000,2266000,2748000,1640000,1247000,784000,1124000,2154000,50000000
19127000,11145000,7982000,2764000,1160000,1331000,794000,1179000,476000,1903000,1537000,100000000
19068000,13923000,5145000,3185000,766000,1447000,992000,3374000,674000,2513000,971000,100000000
21527000,11667000,9860000,2649000,1523000,725000,556000,2548000,812000,1202000,1653000,20000000
15105000,13812000,1293000,2295000,1173000,978000,1147000,3487000,320000,2243000,2170000,50000000
18410000,12054000,6355000,1817000,1293000,1225000,608000,2821000,899000,1158000,2233000,500000000
13449000,12220000,1228000,3237000,1561000,738000,807000,885000,935000,1823000,2233000,200000000
16621000,15377000,1243000,2655000,1643000,2074000,1232000,2487000,630000,2884000,1774000,50000000
14349000,7214000,7135000,1431000,942000,781000,465000,1991000,379000,517000,707000,1000000000
15485000,10977000,4508000,2456000,880000,1184000,1016000,1472000,633000,1164000,2172000,100000000
17976000,9187000,8788000,2518000,847000,823000,889000,1488000,787000,715000,1119000,200000000
10909000,9915000,994000,1723000,1085000,1458000,947000,1131000,223000,1318000,2029000,100000000
25462000,18671000,6791000,4601000,2731000,2420000,1131000,1220000,1120000,3507000,1940000,200000000
9970000,5321000,4649000,1063000,659000,672000,355000,456000,165000,1389000,562000,200000000
8929000,4908000,4021000,1088000,476000,734000,597000,367000,182000,496000,967000,20000000
20791000,13983000,6807000,3019000,959000,1436000,1052000,2536000,1002000,923000,3056000,500000000
18958000,17501000,1458000,3399000,2497000,2073000,2026000,3728000,731000,1519000,1528000,200000000
18121000,14710000,3410000,4024000,1584000,1471000,1016000,1914000,386000,3351000,964000,50000000
18142000,16154000,1988000,3790000,1003000,1460000,1271000,3451000,479000,1572000,3128000,50000000
14939000,9933000,5006000,2487000,1295000,899000,612000,2510000,359000,993000,778000,200000000
10514000,5461000,5052000,1163000,472000,385000,468000,520000,442000,1069000,942000,200000000
15379000,14432000,947000,4073000,2031000,1082000,1894000,1216000,1157000,1371000,1608000,20000000
11614000,5897000,5717000,1320000,632000,528000,630000,893000,502000,802000,589000,500000000
19876000,18414000,1462000,3810000,3062000,1608000,1807000,4120000,902000,1534000,1570000,200000000
14265000,9499000,4766000,1904000,688000,1313000,579000,1431000,253000,1853000,1478000,1000000000
10873000,5486000,5387000,1232000,507000,612000,530000,814000,376000,511000,903000,100000000
13393000,10850000,2543000,2164000,1980000,1979000,1101000,1092000,386000,1226000,922000,20000000
17065000,16062000,1003000,3701000,1687000,1730000,1139000,2478000,885000,2990000,1452000,500000000
12181000,11384000,797000,2713000,1280000,1008000,568000,2703000,400000,587000,2126000,500000000
10889000,6233000,4656000,1352000,572000,855000,356000,828000,265000,1037000,969000,20000000
16218000,9432000,6786000,2359000,591000,1043000,508000,1628000,543000,1142000,1617000,100000000
16225000,12242000,3983000,3853000,1744000,1590000,1478000,954000,462000,1200000,960000,20000000
12465000,9808000,2658000,2454000,1714000,1302000,822000,760000,566000,1489000,701000,100000000
12645000,10530000,2115000,1982000,1056000,1202000,720000,1495000,647000,2216000,1213000,500000000
16160000,9397000,6764000,1973000,970000,1090000,610000,1471000,621000,1514000,1148000,200000000
7760000,7228000,531000,1286000,859000,905000,546000,964000,328000,1520000,820000,500000000
7963000,6270000,1693000,1162000,607000,967000,411000,569000,260000,1253000,1042000,100000000
11408000,10052000,1356000,2084000,1017000,1321000,498000,1799000,384000,1578000,1372000,200000000
13933000,10352000,3580000,2626000,1031000,1252000,753000,1060000,680000,1361000,1589000,100000000
16555000,11363000,5191000,2315000,1195000,729000,1088000,2498000,528000,2170000,842000,100000000
22377000,21028000,1349000,4738000,2075000,1126000,1538000,5316000,771000,2395000,3069000,100000000
19288000,14697000,4591000,3628000,2216000,1013000,1546000,2342000,691000,1859000,1402000,50000000
14200000,12640000,1561000,2494000,1302000,882000,1123000,1382000,1023000,2778000,1655000,200000000
14905000,13846000,1059000,2928000,1871000,1439000,1239000,3599000,580000,1331000,860000,500000000
9987000,8029000,1958000,1646000,682000,529000,922000,1445000,676000,904000,1226000,50000000
14907000,11136000,3771000,1962000,785000,1174000,784000,2449000,387000,1979000,1616000,100000000
13557000,6800000,6757000,1498000,760000,457000,497000,1285000,372000,1026000,904000,500000000
16614000,8606000,8008000,1997000,1139000,915000,615000,1228000,706000,539000,1468000,100000000
10864000,6414000,4450000,1420000,632000,396000,561000,1139000,506000,448000,1312000,500000000
17597000,10271000,7325000,1824000,1011000,1607000,843000,1017000,558000,1658000,1754000,200000000
22664000,13930000,8734000,2494000,2142000,1944000,1206000,1936000,365000,2579000,1263000,500000000
14456000,9212000,5244000,1681000,620000,864000,706000,1646000,723000,1647000,1325000,50000000
17009000,11260000,5748000,2186000,1506000,1740000,943000,2072000,341000,1403000,1070000,200000000
18451000,12717000,5734000,2394000,1730000,997000,1328000,2434000,1096000,1291000,1447000,20000000
12994000,7075000,5919000,1292000,805000,889000,478000,1344000,433000,1138000,696000,100000000
16120000,8368000,7753000,1411000,1286000,937000,551000,637000,681000,1717000,1147000,50000000
15063000,12100000,2963000,3097000,1690000,1142000,1081000,891000,825000,1605000,1769000,200000000
15488000,11489000,3999000,3113000,1091000,795000,1318000,1083000,1085000,961000,2043000,200000000
11135000,7793000,3342000,1687000,694000,546000,689000,1696000,391000,1151000,941000,100000000
15123000,11879000,3244000,2731000,1531000,2341000,1124000,1082000,683000,1044000,1343000,500000000
17490000,15259000,2231000,4030000,895000,1866000,1655000,1603000,735000,2390000,2085000,100000000
22256000,15411000,6844000,4148000,2378000,1240000,1129000,1698000,690000,1277000,2851000,200000000
19796000,15609000,4187000,2849000,960000,1667000,1660000,3003000,737000,2132000,2601000,200000000
25766000,23939000,1827000,6029000,3281000,1662000,1630000,3564000,1999000,3933000,1840000,50000000
11163000,9799000,1364000,2362000,1241000,604000,1008000,906000,560000,1180000,1939000,200000000
19362000,13392000,5969000,2715000,1788000,1873000,716000,1862000,846000,2317000,1276000,500000000
15917000,12576000,3341000,2446000,1413000,1285000,1149000,2509000,500000,1424000,1850000,20000000
25949000,15042000,10907000,3277000,2029000,1427000,1441000,3432000,1315000,1213000,908000,50000000
10959000,8243000,2715000,1787000,713000,1287000,746000,664000,327000,1062000,1656000,100000000
10801000,10171000,631000,1819000,1192000,860000,850000,1846000,283000,1861000,1459000,20000000
12003000,8801000,3202000,2442000,848000,841000,740000,512000,670000,1830000,919000,100000000
5000000,4587000,413000,1020000,638000,351000,240000,886000,320000,439000,693000,500000000
12371000,8453000,3918000,1793000,683000,1097000,699000,1876000,449000,890000,967000,50000000
11204000,10638000,566000,2505000,980000,1271000,986000,1726000,630000,1471000,1068000,50000000
15752000,11982000,3770000,3121000,1424000,736000,1174000,1103000,640000,2114000,1669000,50000000
16709000,8672000,8037000,1373000,1068000,966000,500000,1698000,315000,1582000,1172000,100000000
24381000,18628000,5753000,4031000,2709000,2795000,1359000,1396000,1492000,3080000,1766000,100000000
19752000,12317000,7436000,2624000,775000,1217000,811000,2500000,714000,1914000,1761000,500000000
12115000,6235000,5881000,1240000,386000,822000,518000,1228000,295000,926000,820000,100000000
10508000,9135000,1373000,2000000,937000,904000,1079000,2309000,551000,760000,595000,200000000
17460000,10896000,6563000,1897000,1150000,809000,635000,2348000,360000,2148000,1548000,100000000
8399000,7210000,1189000,1739000,895000,1032000,830000,547000,502000,689000,975000,100000000
24157000,15212000,8945000,2990000,1357000,1005000,1407000,3621000,1101000,1533000,2196000,100000000
20897000,12276000,8621000,2135000,1354000,688000,587000,2580000,735000,2049000,2149000,100000000
12654000,11873000,781000,2723000,1185000,762000,963000,1937000,644000,2516000,1143000,200000000
6434000,4264000,2170000,689000,635000,557000,348000,851000,98000,424000,663000,100000000
21769000,16776000,4993000,3345000,1547000,1075000,1580000,4023000,1542000,2185000,1479000,20000000
14427000,11174000,3253000,2493000,1373000,962000,984000,2631000,469000,1496000,766000,100000000
21189000,15939000,5250000,2898000,2062000,1168000,1395000,1876000,705000,2314000,3521000,500000000
7028000,6407000,621000,1494000,490000,788000,406000,781000,302000,1020000,1125000,500000000
12003000,9644000,2359000,1643000,912000,1004000,548000,2100000,458000,1727000,1253000,500000000
15026000,10243000,4783000,2259000,899000,733000,628000,2117000,808000,2064000,735000,50000000
15235000,13530000,1705000,2803000,997000,1853000,1289000,2290000,443000,2529000,1326000,20000000
12750000,7414000,5336000,1573000,809000,1035000,514000,1070000,508000,786000,1119000,500000000
18114000,13493000,4621000,2966000,1161000,1340000,1198000,3191000,346000,1358000,1935000,200000000
9662000,8964000,698000,2033000,690000,789000,714000,1353000,372000,1451000,1562000,100000000
14288000,11165000,3123000,2305000,984000,1125000,732000,2100000,656000,1584000,1679000,200000000
15601000,13536000,2065000,3101000,1426000,2217000,1445000,2050000,1055000,982000,1260000,500000000
17572000,13954000,3618000,3923000,1184000,1034000,1138000,2099000,902000,1904000,1770000,50000000
18558000,16289000,2269000,4585000,1280000,1555000,1206000,3614000,1366000,1630000,1052000,50000000
9377000,8674000,703000,1869000,1018000,696000,880000,1876000,675000,1119000,542000,100000000
7329000,4565000,2765000,950000,542000,508000,346000,1106000,342000,338000,433000,200000000
21388000,12327000,9061000,3196000,2012000,1607000,831000,1114000,566000,1914000,1087000,200000000
16662000,11960000,4702000,3114000,746000,898000,741000,2864000,492000,1527000,1575000,50000000
11258000,9184000,2073000,1873000,617000,715000,929000,1545000,634000,1103000,1769000,200000000
22756000,13704000,9051000,3086000,820000,2122000,1189000,1063000,880000,2189000,2354000,100000000
15578000,7818000,7760000,1277000,831000,1011000,449000,1681000,350000,905000,1314000,20000000
20896000,13673000,7223000,2716000,1640000,2095000,1378000,1699000,493000,1605000,2046000,200000000
15338000,14356000,982000,2565000,1212000,1784000,968000,3000000,766000,1981000,2080000,100000000
25304000,20565000,4738000,5886000,3271000,2274000,2507000,2056000,1155000,1477000,1941000,500000000
23777000,16182000,7594000,3564000,2101000,1101000,1134000,3403000,494000,2033000,2352000,200000000
13755000,8070000,5686000,1906000,1269000,965000,653000,941000,499000,678000,1158000,100000000
19858000,13111000,6747000,2755000,1157000,1545000,1064000,1840000,1122000,1012000,2617000,500000000
18227000,10506000,7720000,2786000,792000,1312000,1021000,852000,594000,783000,2367000,200000000
21843000,11967000,9877000,3018000,974000,1164000,739000,1840000,879000,944000,2408000,50000000
10175000,9240000,936000,1857000,559000,1547000,704000,1382000,263000,1240000,1688000,100000000
18430000,17489000,941000,3143000,2940000,1167000,1303000,1279000,1021000,2770000,3866000,200000000
20292000,11645000,8647000,2553000,1062000,915000,847000,1259000,1022000,2237000,1750000,500000000
6206000,3255000,2951000,757000,361000,380000,338000,506000,108000,485000,321000,50000000
9084000,5890000,3194000,1167000,488000,826000,310000,1264000,181000,764000,888000,200000000
5000000,3539000,1461000,681000,259000,493000,260000,820000,148000,193000,685000,200000000
13653000,8085000,5568000,1928000,580000,941000,724000,1360000,321000,841000,1390000,50000000
18588000,11815000,6773000,2285000,1069000,696000,1082000,1702000,434000,2004000,2544000,50000000
22512000,13291000,9221000,3077000,1524000,1179000,1199000,3293000,1052000,1238000,729000,100000000
15370000,13041000,2330000,2046000,1821000,1756000,1090000,3002000,504000,1722000,1099000,100000000
23143000,18993000,4150000,4305000,2403000,2270000,2220000,2000000,536000,3192000,2067000,50000000
8099000,6364000,1735000,1415000,678000,805000,576000,1026000,486000,629000,749000,20000000
6483000,4371000,2112000,1123000,258000,371000,440000,1033000,226000,655000,264000,500000000
14722000,13384000,1339000,2992000,1750000,685000,1000000,2800000,838000,876000,2443000,50000000
16920000,15842000,1078000,3480000,853000,1689000,1298000,2929000,658000,2491000,2444000,100000000
14837000,8578000,6259000,1832000,1386000,1316000,728000,1422000,750000,526000,617000,100000000
5000000,3002000,1998000,626000,401000,575000,246000,504000,144000,213000,294000,20000000
14554000,10720000,3835000,1785000,695000,1400000,683000,2197000,621000,1877000,1461000,50000000
8478000,4587000,3891000,1092000,440000,487000,314000,439000,321000,633000,860000,100000000
18348000,12778000,5571000,3460000,2194000,1627000,984000,1991000,503000,1092000,927000,200000000
16833000,12823000,4010000,3078000,1011000,1662000,962000,2051000,855000,1761000,1444000,500000000
10301000,7570000,2730000,1458000,712000,481000,577000,2002000,625000,976000,740000,500000000
12431000,8066000,4364000,1918000,582000,1367000,714000,1175000,733000,852000,726000,100000000
9704000,7221000,2483000,1424000,727000,683000,635000,1058000,499000,1138000,1057000,50000000
14687000,13680000,1007000,3216000,857000,2113000,1023000,1540000,630000,1769000,2531000,100000000
19776000,11721000,8054000,2319000,1369000,1368000,661000,2351000,600000,1017000,2035000,200000000
10071000,8003000,2068000,1610000,1007000,463000,478000,1469000,536000,1359000,1082000,50000000
17520000,9102000,8418000,1972000,1518000,705000,995000,2269000,215000,793000,635000,200000000
12349000,6543000,5805000,1558000,564000,792000,901000,571000,535000,662000,961000,50000000
11036000,8258000,2777000,1742000,1081000,781000,964000,1506000,336000,660000,1188000,50000000
14465000,7915000,6549000,1784000,705000,1108000,760000,911000,759000,810000,1078000,500000000
9824000,5011000,4813000,983000,569000,586000,369000,981000,360000,467000,696000,100000000
12232000,7060000,5172000,1252000,1034000,736000,776000,883000,494000,1217000,668000,50000000
9011000,6796000,2215000,1204000,686000,368000,438000,1354000,527000,997000,1222000,200000000
24824000,20269000,4555000,4781000,3082000,3315000,1278000,1416000,1095000,3696000,1607000,50000000
15176000,8971000,6205000,2186000,1188000,844000,585000,1393000,490000,1244000,1040000,20000000
11501000,9209000,2292000,2515000,835000,1452000,1055000,803000,479000,1332000,739000,500000000
16070000,9355000,6715000,1874000,1208000,614000,757000,1727000,839000,1227000,1109000,100000000
14438000,11205000,3233000,1845000,573000,1479000,1092000,1936000,851000,2045000,1385000,200000000
13895000,9523000,4372000,1925000,1019000,766000,628000,1619000,900000,1154000,1513000,500000000
18071000,14352000,3719000,3562000,1064000,1700000,1273000,1527000,1140000,2648000,1438000,100000000
18788000,17806000,981000,3999000,2804000,2267000,1067000,1102000,1439000,1782000,3346000,20000000
