Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Other_Spending,Goal_Amount
7027000,5520000,1507000,612000,512000,378000,404000,741000,293000,708000,580000,1292000,20000000
5555000,4933000,622000,707000,289000,265000,215000,583000,252000,430000,358000,1834000,50000000
13536000,10212000,3324000,1319000,983000,1181000,629000,1400000,576000,1559000,1263000,1302000,500000000
21038000,16554000,4484000,1706000,1200000,936000,877000,1890000,1016000,1314000,1456000,6159000,100000000
18228000,17301000,927000,1671000,800000,1420000,583000,2125000,490000,1453000,805000,7954000,100000000
25282000,19882000,5400000,3096000,2000000,1808000,1194000,2736000,1194000,1843000,1640000,4371000,100000000
29077000,24494000,4583000,3770000,1759000,2083000,1565000,2350000,762000,3006000,1397000,7802000,200000000
7205000,6009000,1196000,587000,470000,563000,336000,735000,266000,597000,718000,1737000,20000000
9342000,7010000,2332000,771000,624000,561000,359000,1120000,333000,717000,387000,2138000,500000000
17957000,14482000,3475000,2571000,979000,1078000,681000,1993000,807000,2078000,1323000,2972000,200000000
22464000,20755000,1709000,1912000,1570000,1223000,834000,1125000,718000,1578000,1390000,10405000,100000000
24249000,19379000,4870000,3458000,1814000,1695000,1440000,2465000,589000,1921000,1853000,4144000,500000000
20487000,18645000,1842000,1966000,1137000,1772000,860000,2312000,844000,1728000,1482000,6544000,100000000
13506000,10305000,3201000,1780000,895000,1164000,534000,985000,516000,598000,1284000,2549000,50000000
6241000,5600000,641000,635000,439000,469000,266000,739000,280000,513000,318000,1941000,500000000
10185000,8735000,1450000,1427000,485000,869000,341000,795000,435000,681000,481000,3221000,100000000
18281000,14395000,3886000,2359000,974000,1612000,656000,1453000,856000,1682000,1686000,3117000,200000000
28338000,21456000,6882000,3064000,1257000,2260000,1283000,1736000,1280000,2593000,2718000,5265000,500000000
28449000,26133000,2316000,2428000,1823000,1718000,1535000,1615000,1154000,2757000,1744000,11359000,100000000
26670000,24968000,1702000,3501000,1921000,1711000,1501000,2335000,906000,1918000,2597000,8578000,50000000
17503000,13862000,3641000,2156000,1128000,1515000,980000,1614000,361000,847000,1060000,4201000,500000000
25452000,19788000,5664000,2041000,1201000,1871000,1485000,1926000,744000,1912000,1911000,6697000,200000000
23356000,19376000,3980000,1884000,1445000,1893000,789000,2160000,977000,1966000,1869000,6393000,200000000
26293000,24080000,2213000,3592000,1930000,1204000,821000,2041000,573000,1104000,2620000,10195000,50000000
11041000,10142000,899000,1084000,575000,549000,366000,1223000,471000,925000,554000,4395000,200000000
28101000,24107000,3994000,3499000,2060000,1608000,1349000,3281000,997000,2022000,1621000,7670000,200000000
22569000,20565000,2004000,2523000,1611000,1115000,1054000,2066000,1039000,1767000,1642000,7748000,100000000
5501000,4844000,657000,773000,225000,469000,276000,599000,219000,354000,291000,1638000,500000000
26156000,20693000,5463000,3771000,1297000,1330000,1076000,2871000,1150000,2076000,1957000,5165000,100000000
25902000,24059000,1843000,3880000,1599000,1758000,1081000,2589000,651000,2863000,2245000,7393000,100000000
16002000,14230000,1772000,1452000,1099000,708000,742000,1015000,403000,1649000,1484000,5678000,50000000
10947000,9531000,1416000,1537000,823000,523000,354000,666000,288000,977000,659000,3704000,100000000
26884000,24317000,2567000,2651000,1765000,1408000,1452000,3075000,807000,2423000,1354000,9382000,100000000
16311000,13184000,3127000,1979000,901000,1454000,941000,1118000,769000,1821000,1324000,2877000,100000000
26105000,22352000,3753000,3013000,1237000,2085000,1086000,1755000,1128000,2046000,2120000,7882000,200000000
26739000,20340000,6399000,2173000,1882000,1970000,1395000,1648000,827000,2223000,1772000,6450000,1000000000
16472000,14529000,1943000,2393000,795000,1414000,765000,1432000,783000,1792000,1246000,3909000,200000000
24577000,18799000,5778000,2101000,1667000,2158000,911000,2394000,1066000,2467000,2161000,3874000,100000000
7905000,6611000,1294000,1013000,373000,495000,253000,769000,314000,590000,664000,2140000,200000000
12983000,10935000,2048000,1752000,567000,732000,485000,886000,430000,836000,1044000,4203000,200000000
10320000,9319000,1001000,1400000,516000,576000,497000,584000,408000,840000,823000,3675000,1000000000
23877000,18157000,5720000,2137000,1227000,998000,745000,1712000,902000,1185000,1993000,7258000,1000000000
18364000,16277000,2087000,2044000,1210000,991000,1012000,1565000,798000,1734000,1404000,5519000,500000000
20134000,16926000,3208000,2780000,935000,1163000,1190000,1870000,539000,1553000,907000,5989000,20000000
14749000,11240000,3509000,1492000,1139000,617000,479000,1017000,687000,1292000,1106000,3411000,20000000
28705000,22386000,6319000,3236000,1785000,2415000,1074000,1803000,1084000,3091000,2680000,5218000,100000000
22396000,19893000,2503000,2219000,1336000,1845000,1126000,2439000,990000,1534000,946000,7458000,500000000
10333000,8152000,2181000,1162000,593000,543000,560000,1137000,314000,824000,661000,2358000,200000000
15524000,12634000,2890000,2207000,973000,1244000,627000,1080000,493000,1311000,987000,3712000,200000000
17344000,16361000,983000,1940000,709000,1384000,788000,1547000,835000,1083000,958000,7117000,50000000
12328000,10496000,1832000,1466000,981000,700000,700000,996000,477000,764000,918000,3494000,1000000000
26849000,23238000,3611000,2907000,1673000,2010000,1115000,1609000,793000,2204000,1349000,9578000,500000000
23485000,19216000,4269000,2635000,972000,1280000,762000,2721000,528000,1423000,2231000,6664000,500000000
10134000,8203000,1931000,821000,645000,441000,606000,514000,335000,1104000,500000,3237000,200000000
13517000,10936000,2581000,1350000,777000,882000,479000,853000,615000,1616000,1323000,3041000,100000000
28508000,24460000,4048000,3152000,1168000,1765000,897000,2115000,785000,1621000,1160000,11797000,200000000
14406000,10956000,3450000,1792000,1109000,676000,610000,1584000,660000,1239000,998000,2288000,200000000
10854000,10157000,697000,1210000,439000,700000,365000,1142000,270000,560000,458000,5013000,500000000
19488000,15985000,3503000,2020000,1230000,1705000,1157000,1765000,466000,1069000,1805000,4768000,200000000
29948000,25821000,4127000,3209000,2350000,2293000,1241000,2954000,1143000,3033000,2633000,6965000,500000000
19937000,18013000,1924000,1933000,987000,1534000,1092000,1473000,880000,1116000,1067000,7931000,100000000
9302000,8583000,719000,1346000,467000,724000,328000,1078000,404000,929000,449000,2858000,20000000
7269000,6233000,1036000,847000,291000,561000,248000,377000,264000,526000,383000,2736000,100000000
20119000,17885000,2234000,1628000,858000,825000,995000,1148000,788000,1576000,899000,9168000,50000000
6984000,6329000,655000,568000,292000,602000,400000,802000,194000,424000,379000,2668000,200000000
12740000,12010000,730000,1887000,929000,1038000,426000,1480000,465000,1069000,562000,4154000,500000000
21894000,19430000,2464000,2091000,1609000,1176000,1044000,1847000,574000,1456000,1996000,7637000,200000000
23299000,17791000,5508000,3178000,1609000,1576000,758000,2105000,1115000,1257000,2124000,4069000,100000000
15009000,12642000,2367000,1262000,812000,1062000,816000,1699000,605000,767000,1095000,4524000,500000000
15620000,14085000,1535000,2257000,1138000,728000,895000,1714000,577000,1874000,1487000,3415000,100000000
15167000,11449000,3718000,2142000,934000,799000,741000,1673000,416000,1026000,925000,2793000,200000000
11106000,9104000,2002000,1332000,579000,457000,563000,844000,358000,1159000,563000,3249000,100000000
25216000,21398000,3818000,2033000,1450000,2098000,798000,2727000,1095000,1697000,1469000,8031000,20000000
29691000,22663000,7028000,2911000,1266000,1225000,956000,1629000,807000,2667000,1408000,9794000,200000000
16326000,12959000,3367000,1771000,1270000,913000,578000,1373000,390000,1752000,1459000,3453000,200000000
24234000,20442000,3792000,2719000,1570000,1064000,926000,1614000,708000,2319000,2075000,7447000,500000000
25880000,24550000,1330000,2610000,1792000,2046000,1366000,1359000,1134000,1178000,1330000,11735000,500000000
6418000,5566000,852000,528000,430000,554000,276000,598000,298000,356000,467000,2059000,200000000
25584000,20213000,5371000,3104000,1707000,1743000,828000,1416000,830000,2811000,1454000,6320000,200000000
20560000,18360000,2200000,2399000,837000,966000,1143000,1201000,893000,1597000,984000,8340000,100000000
20900000,19628000,1272000,2086000,1275000,1419000,1250000,1165000,626000,1837000,1144000,8826000,100000000
12266000,10161000,2105000,1014000,894000,963000,535000,1450000,433000,515000,932000,3425000,200000000
8773000,6756000,2017000,1313000,367000,666000,398000,463000,181000,693000,693000,1982000,50000000
17580000,13224000,4356000,2000000,1376000,1355000,569000,1211000,727000,1309000,900000,3777000,200000000
25819000,23936000,1883000,3432000,1471000,1393000,1071000,2469000,1073000,2450000,2232000,8345000,200000000
24505000,18565000,5940000,2736000,1264000,1071000,1008000,2638000,564000,1518000,1825000,5941000,100000000
27487000,24004000,3483000,2282000,1684000,1304000,1621000,2545000,846000,2735000,1807000,9180000,100000000
15149000,12133000,3016000,1540000,1091000,1330000,755000,1793000,523000,1419000,1193000,2489000,200000000
17707000,16099000,1608000,1813000,1045000,1251000,947000,1304000,765000,1430000,1062000,6482000,50000000
10130000,8261000,1869000,1405000,667000,774000,343000,841000,453000,710000,566000,2502000,200000000
8451000,6894000,1557000,1063000,507000,718000,359000,908000,351000,542000,808000,1638000,100000000
8444000,7545000,899000,838000,551000,698000,302000,825000,224000,699000,793000,2615000,100000000
7927000,6824000,1103000,1171000,361000,404000,442000,515000,243000,683000,543000,2462000,500000000
17761000,15400000,2361000,1821000,738000,762000,614000,1508000,487000,1347000,1354000,6769000,100000000
28757000,23552000,5205000,4310000,1308000,2480000,1241000,3402000,1125000,1888000,2284000,5514000,1000000000
16276000,12281000,3995000,2437000,837000,1450000,514000,1797000,642000,1797000,1291000,1516000,200000000
29556000,24708000,4848000,2760000,1482000,2021000,1449000,1875000,605000,1916000,2119000,10481000,100000000
13504000,11359000,2145000,1376000,872000,1140000,600000,845000,567000,1266000,794000,3899000,100000000
16521000,14578000,1943000,1884000,962000,852000,742000,1784000,444000,1857000,1543000,4510000,200000000
21188000,17256000,3932000,2680000,880000,965000,700000,1354000,933000,1944000,1562000,6238000,100000000
11215000,8756000,2459000,1312000,464000,729000,509000,916000,505000,777000,1059000,2485000,200000000
26620000,24764000,1856000,3936000,1161000,2144000,1249000,1668000,1169000,1698000,2388000,9351000,200000000
28134000,25369000,2765000,3677000,1523000,2046000,1657000,1436000,907000,3046000,2222000,8855000,20000000
9336000,7762000,1574000,885000,376000,671000,289000,1039000,284000,739000,771000,2708000,200000000
14815000,13825000,990000,1294000,885000,606000,855000,1549000,490000,1296000,1403000,5447000,200000000
19650000,17301000,2349000,2519000,1069000,1098000,872000,1630000,704000,1723000,1530000,6156000,500000000
17240000,14725000,2515000,1570000,1073000,1499000,626000,1055000,474000,1426000,1174000,5828000,500000000
23992000,18926000,5066000,3242000,1651000,1121000,1199000,2554000,1150000,2747000,1596000,3666000,100000000
8886000,7506000,1380000,904000,445000,678000,404000,668000,312000,1017000,878000,2200000,200000000
28323000,24754000,3569000,2914000,1311000,2208000,1042000,2729000,629000,1225000,2410000,10286000,100000000
28620000,26345000,2275000,2311000,1463000,2193000,1397000,2065000,1429000,2303000,2298000,10886000,100000000
14079000,12805000,1274000,1817000,564000,1260000,622000,1130000,486000,1200000,644000,5082000,500000000
22465000,19014000,3451000,1975000,1006000,1358000,1138000,1965000,1088000,2562000,1691000,6231000,200000000
6989000,5515000,1474000,937000,489000,518000,354000,722000,222000,319000,359000,1595000,50000000
8081000,7032000,1049000,925000,395000,401000,357000,875000,216000,833000,512000,2518000,500000000
6414000,5801000,613000,865000,512000,385000,268000,520000,270000,586000,471000,1924000,100000000
5445000,4760000,685000,658000,254000,352000,174000,361000,180000,537000,220000,2024000,200000000
19717000,18513000,1204000,1691000,1411000,1000000,884000,1198000,916000,1249000,1809000,8355000,1000000000
29884000,25217000,4667000,3992000,2038000,2550000,1114000,2207000,1014000,2980000,1982000,7340000,200000000
29190000,27297000,1893000,2478000,1544000,2213000,922000,3098000,880000,1828000,2258000,12076000,200000000
29390000,22925000,6465000,3336000,1564000,1593000,1173000,2033000,1440000,2764000,1532000,7490000,50000000
22883000,18246000,4637000,2107000,1431000,1070000,747000,1220000,1028000,2356000,1878000,6409000,200000000
16616000,13448000,3168000,2204000,1231000,904000,787000,1487000,435000,1706000,974000,3720000,200000000
15192000,11561000,3631000,2185000,842000,1081000,685000,795000,527000,1269000,1078000,3099000,100000000
14613000,11284000,3329000,1736000,620000,1188000,786000,1636000,342000,1068000,868000,3040000,50000000
26130000,24809000,1321000,3055000,1437000,1703000,994000,2547000,607000,1554000,2056000,10856000,100000000
12315000,9780000,2535000,1644000,595000,556000,507000,837000,562000,526000,1121000,3432000,500000000
21359000,17791000,3568000,1716000,1657000,1121000,1082000,1769000,1024000,938000,1676000,6808000,100000000
29851000,25758000,4093000,4306000,2027000,1709000,1785000,3037000,1259000,2193000,1513000,7929000,100000000
5499000,4908000,591000,516000,231000,395000,314000,627000,273000,262000,302000,1988000,200000000
24453000,22271000,2182000,3641000,1265000,1280000,1116000,2719000,522000,1197000,1745000,8786000,200000000
25073000,19395000,5678000,3298000,1053000,1296000,1262000,1376000,751000,1393000,1411000,7555000,100000000
29560000,25936000,3624000,3967000,2164000,1605000,1359000,1646000,708000,2321000,1529000,10637000,50000000
28304000,24352000,3952000,3564000,2158000,1971000,1218000,2599000,1230000,2472000,1211000,7929000,500000000
14186000,11454000,2732000,1603000,631000,917000,682000,1202000,663000,1355000,656000,3745000,200000000
19900000,15777000,4123000,2388000,1146000,1633000,828000,1403000,665000,1570000,1470000,4674000,200000000
20161000,16631000,3530000,1678000,1558000,1510000,774000,2386000,905000,1879000,1042000,4899000,50000000
27269000,23617000,3652000,3373000,1249000,2000000,1395000,2788000,1239000,2971000,1906000,6696000,100000000
11512000,10789000,723000,1425000,595000,549000,647000,1129000,278000,805000,904000,4457000,200000000
17431000,14427000,3004000,2482000,909000,745000,674000,1093000,546000,1657000,959000,5362000,500000000
11100000,8666000,2434000,1281000,457000,727000,568000,776000,285000,1029000,1076000,2467000,200000000
11556000,10873000,683000,987000,479000,504000,497000,1067000,463000,1051000,640000,5185000,1000000000
7699000,6770000,929000,781000,601000,448000,301000,814000,243000,667000,383000,2532000,200000000
21723000,19561000,2162000,2735000,1365000,897000,1056000,2502000,870000,2131000,1464000,6541000,50000000
21341000,17968000,3373000,2065000,1115000,1042000,1242000,2109000,988000,2251000,1420000,5736000,50000000
13838000,13116000,722000,1379000,763000,630000,561000,1097000,448000,988000,1266000,5984000,200000000
22950000,17752000,5198000,3154000,1574000,1837000,1211000,2258000,1128000,2120000,983000,3487000,500000000
